talkid;name;role;bio
ff5406901fe9c7046eb004189bcaa380;Idit Levine;CEO, Solo.io;Idit Levine is the founder and CEO of solo.io, which develops open-source tools to help the enterprise adopt innovative cloud technologies.
4ac87f412d15250898956657cd387c0a;Jonathan Juares Beber;SRE, Onefootball GmbH;Jonathan Beber is SRE at Onefootball. Over the past years, he worked with cloud-native environments at many companies helping them to achieve always the balance between agility and stability. His studies are focused on distributed and scalable systems. He's always trying to help the... Read More →
4ac87f412d15250898956657cd387c0a;Rodrigo Del Monte;SRE, Onefootball GmbH;Rodrigo Vieira Del Monte is SRE Engineer at Onefootball. Over the past 10 years, he has been involved in implement open-source tools in government, consultancy and fintechs companies in Brazil. Always willing to build environments cost-effective and straightforward for small teams... Read More →
50ca11492045265d0b38fe2724b8d223;Rohan Singh;Lead Infrastructure Engineer, Hustle Inc;Rohan Singh is an infrastructure lead at Hustle, a texting platform used by political campaigns and non-profits to reach voters & volunteers. |   |  In the past, he was a core contributor to Spotify's containerization efforts and its open-source container orchestration framework (Helios... Read More →
fe4653fef6970ddc36895396446fce27;Aaron Teague;Software Engineer, Supergiant;"Aaron Teague is a Software Engineer with Qbox’s Supergiant team. He manages several Kubernetes clusters that host instances of Elasticsearch. He enjoys mentoring others, making complex problems palatable, and discovering those ""aha!"" moments. Before joining Qbox, he was a hobbyist... Read More →"
fe4653fef6970ddc36895396446fce27;Clarke Vennerbeck;Kubernetes Educator/Evangelist, Supergiant;Hi! I'm Clarke, a CKA, CKAD, and the primary author of Supergiant University's 90+ modules--I'm engulfed by the flames of industrial progress! I’m thankful for the educators of the K8s community, and I hope to provide what I can to help others grow!
bd50569f1e029dfedde2a401ae3a67e3;Chris Aniszczyk;CTO/COO, Linux Foundation (CNCF);Chris brings more than 15 years experience as The Linux Foundation’s vice president of Developer Programs. His work is focused on working with developer community to advance open source projects at scale. Previously Chris served as Twitter’s head of open source, where he led a... Read More →
bd50569f1e029dfedde2a401ae3a67e3;Alexis Richardson;Founder & CEO, Weaveworks;Alexis is the CEO of Weaveworks and the chairman of the TOC for CNCF. Previously he was at Pivotal, as head of products for Spring, RabbitMQ, Redis, Apache Tomcat and vFabric. Alexis was responsible for resetting the product direction of Spring and transitioning the vFabric business... Read More →
bd50569f1e029dfedde2a401ae3a67e3;Liz Rice;Technology Evangelist, Aqua Security;Liz Rice is the Technology Evangelist with container security specialists Aqua Security, where she works on container-related open source projects. She was Co-Chair of KubeCon + CloudNativeCon 2018 in Copenhagen, Shanghai & Seattle. |   |  She has a wealth of software development... Read More →
bd50569f1e029dfedde2a401ae3a67e3;Jeff Brewer;Vice President, Chief Architect of the Small Business and Self Employed Group, Intuit;Jeff is Vice President, Chief Architect of the Small Business and Self Employed Group at Intuit. This group is responsible for QuickBooks and its ecosystem. As Vice President, Chief Architect of QuickBooks, Jeff is responsible for the technology strategy of the small business and... Read More →
bd50569f1e029dfedde2a401ae3a67e3;Joe Beda;Principal Engineer, VMware;Joe is a professional Software Engineer with experience with Microsoft and Google, living and working in the Seattle area.Joe is a Principal Engineer at VMware helping to drive Cloud Native technologies (including Kubernetes). He joined via the acquisition of Heptio, a startup he... Read More →
079a9f5eb1ab0005b11c6e39f25412f8;Vincent Lesierse;Technical Product Manager, Vamp.io;Vincent is technical product manager at Vamp.io in Amsterdam, and a technology enthusiast who lives with his head in the cloud with a passion for code. With the experience built up in the last 20 years he has developed, deployed and ran mission critical applications in production... Read More →
079a9f5eb1ab0005b11c6e39f25412f8;Jörg Schad;Head of Machine Learning, ArangoDB;Jörg Schad is Head of Machine Learning at ArangoDB. In a previous life, he worked on built machine learning pipelines in healthcare, distributed systems at Mesosphere, and in-memory databases, conducted research in the Hadoop and Cloud area. He’s a frequent speaker at meetups... Read More →
4e0f46ffb3d67f3b7a5cac6ea2ffa5a2;Justin Santa Barbara;Software Engineer, Google;Justin has been contributing to kubernetes since 2014, acting as one of the primary developers and maintainers for the AWS support, and serves as a lead on sig-aws. He started the kops project, for managing and operating kubernetes clusters, and is a maintainer on kops. He joined... Read More →
4e0f46ffb3d67f3b7a5cac6ea2ffa5a2;Mike Splain;Senior DevOps Engineer, Sonos;Mike Splain has been hacking on Kubernetes since the pre-1.0 days, and has taken multiple companies from Kubernetes project inception to full production employments. He has written multiple kubernetes deployment frameworks and is an approver for Kubernetes kops. Mike founded the Kubernetes... Read More →
cf755cf3ce2e30481d0c5c3318e96e75;Tom Wilkie;VP Product, Grafana Labs;Tom is VP Product at Grafana Labs, but really he is a software engineer. Tom is a maintainer on the Prometheus project and a maintainer and the original author of Cortex, both CNCF projects. |   |  Previously Tom founded Kausal, a company working on Prometheus, and worked at companies... Read More →
b03427dd57c47b8e6455607c40464136;Abdul Halim;Cloud Software Engineer, Intel;Abdul Halim is a Cloud Software Engineer working with Cloud Native Orchestration team at Intel R&D based in Shannon, Ireland. Currently he is focused on enabling high-performance networking solutions for NFV use-cases. He is a maintainer of SR-IOV network device plugin and SR-IOV... Read More →
b03427dd57c47b8e6455607c40464136;Doug Smith;Senior Software Engineer, Red Hat;Doug Smith is a Partner Engineer with Red Hat's Office of the CTO. Focusing on Network Function Virtualization and container technologies, Doug integrates new networking technologies with container systems like Kubernetes and OpenShift. He is a member of the Network Plumbing Working... Read More →
6a67e62b03975315c433cce7971d80d6;Ana Calin;Systems Engineer, Paybase;Ana is a Systems Engineer at Paybase, an emerging London FinTech. As a Systems Engineer Ana builds the infrastructure of Paybase’s service oriented platform, creates, updates and maintains monitoring and logging systems and incident response management systems. Previously Ana has... Read More →
29a844aba546e4393319fe0153f23e56;Alexandr Tcherniakhovski;Security Engineer, Google;Alex Tcherniakhovski |  Alex is a Security Engineer at Google, working on Kubernetes Engine Security team. Alex focuses on the encryption at rest features of Kubernetes. Alex also an owner of encryption of rest feature in Kubernetes. |  Before Google, Alex worked at Microsoft in various... Read More →
29a844aba546e4393319fe0153f23e56;Andrew Lytvynov;Software Engineer, Google;Andrew Lytvynov |  Andrew is a Software Engineer on the Google Kubernetes Engine Security team. |  Andrew worked on TPM-based Node bootstrap in GKE and maintains github.com/google/go-tpm - a Go library for interacting with TPM devices. Prior to GKE Andrew worked on monitoring the... Read More →
6fbb28379db5712b69a10db7766b35d1;Lev Radomislensky;Software Developer, Iguazio;Lev Radomislensky is Iguazio's leading software developer on Nuclio, the high performance open source serverless framework over Kubernetes. Lev works at Iguazio on a distributed management platform, building reliability at scale.
453bcf8b33831ec1410cf76fef42e542;Pierre Meunier;Senior Platform Engineer, Wealth Wizards;Pierre is Senior Platform Engineer at Wealth Wizards. Having spent most of his early career in Development and Team Leading role, he now enjoys using his dev skills to focus on CI/CD pipelines, automation and operations. |   |  Wealth Wizards is a UK financial advice company, they... Read More →
453bcf8b33831ec1410cf76fef42e542;Dave Shepherd;Senior Platform Engineer, Wealth Wizards;"Dave is Senior Platform Engineer at Wealth Wizards. Over his career he has transitioned from developing software to operational roles; allowing him to bring the things that developers do well to operational problems. |   |  Wealth Wizards is a UK financial advice company, they are... Read More →"
4d78e238d04dcc82e7d4966415dff0f1;Steven Ren;Senior Manager, VMware;
c235ad44c28d9cff7e1fa5911348baee;Jessica Deen;Senior Cloud Advocate, Microsoft;Jessica is a Cloud Developer Advocate for Microsoft focusing on Azure, Containers, OSS, and DevOps. Prior to joining Microsoft, she spent over a decade as an IT Consultant / Systems Administrator for various corporate and enterprise environments, catering to end users and IT professionals... Read More →
c235ad44c28d9cff7e1fa5911348baee;Bridget Kromhout;Principal Cloud Advocate, Microsoft;Bridget Kromhout is a Principal Cloud Advocate at Microsoft. Her CS degree emphasis was in theory, but she now deals with the concrete (if 'cloud' can be considered tangible). After 15 years as an operations engineer, she traded being on call for being on a plane. A frequent speaker... Read More →
268a8574b49f685c2a5d660d3b2ba67c;Lisa-Marie Namphy;K8s user community manager / moderator, Portworx;Lisa organizes and runs the SF Bay Cloud Native Open Infra User Group (currently the world’s largest CNCF user group), personally hosting the bi-weekly meetup for the past 5 years. Lisa has been a long time contributor, advocate (and fan) of open source. In her “day job” Lisa... Read More →
268a8574b49f685c2a5d660d3b2ba67c;Joseph Sandoval;SRE Manager, Adobe;Joseph Sandoval is the SRE Manager for Adobe Advertising Infra platform. His team is responsible for running the infrastructure which supports global advertising customers at hyper-scale. He is also active in Open Source communities and helping others become contributors. Joseph... Read More →
268a8574b49f685c2a5d660d3b2ba67c;Allan Naim;Senior Manager, Google;Allan is a seasoned veteran for public cloud. At Google, Allan is a Sr. Manager within the Google Kubernetes Engine Product Management team focussed on Google Cloud's Open Services platform, enabling Enterprise teams to build modern cloud native architectures. Prior to Google, Allan... Read More →
268a8574b49f685c2a5d660d3b2ba67c;Eric Han;Product Manager, Portworx;Eric Han heads Product Management at Portworx, a startup focused on cloud-native data management. Portworx has been a leader in Kubernetes SIGs, and co-led the design and implementation of the Container Storage Interface (CSI). Previously he was the co-founder of the Google Container... Read More →
268a8574b49f685c2a5d660d3b2ba67c;Umair Mufti;Data Services Manager, DreamWorks Animation;Umair is the Manager of Data Services for DreamWorks Animation. In that role, he overseas the deployment and administration of all databases required at the Studio. A particular focus for Umair is running a lean operation which has allowed his team of 6 to administer over 400 database... Read More →
5ba5c5efe4aaf9f538ed8a2df1611006;James Rawlings;Engineer, Cloudbees;James Rawlings is a co-creator of the open source project Jenkins X and works for CloudBees, where he aims to help developers and teams move to the cloud. |  | James is passionate about automation and continuous improvement, always looking for new ways to help productivity or provide... Read More →
5ba5c5efe4aaf9f538ed8a2df1611006;Christie Wilson;Software Engineer 软件工程师, Google;Christie Wilson is a software engineer at Google. Over the past ten years she has worked in the mobile, financial, and video game industries. Prior to working at Google, Christie led a team of software developers to build load testing tools for AAA video game titles, and founded the... Read More →
65dd7c42f808f4b2b4fdf7309f436153;Sarah Conway;VP, Communications, The Linux Foundation;
65dd7c42f808f4b2b4fdf7309f436153;Daniel Izquierdo;Chief Data Officer, Bitergia, InnerSourceCommons community;Daniel Izquierdo Cortazar is a researcher and one of the founders of Bitergia, a company that provides software analytics for open source ecosystems. Currently holding the position of Chief Data Officer, he is focused on the quality of the data, research of new metrics, analysis and... Read More →
65dd7c42f808f4b2b4fdf7309f436153;Nicole Huesman;Community and Developer Advocate, Independent;For over 20 years, Nicole Huesman has applied her aptitude in storytelling to the technology industry—helping shine a light on the importance and impact of the work of her engineering colleagues. She dove into the world of open source seven years ago, and quickly became a strong... Read More →
34fb3b4e57d447b31194130f447a5697;Jeremy Lewi;Senior Software Developer, Google;Jeremy Lewi is a co-founder and lead engineer at Google for the Kubeflow project, an effort to help developers and enterprises deploy and use ML cloud-natively everywhere. He's been building on Kubernetes since its inception starting with Dataflow and then moving onto Cloud ML Engine... Read More →
34fb3b4e57d447b31194130f447a5697;Willem Pienaar;Data Science Platform Lead, GO-JEK;Willem Pienaar leads the Data Science Platform Team at GOJEK, the Southeast Asian super app. His main focus areas are building data and ML platforms, allowing organizations to scale machine learning and drive decision making. The GOJEK ML platform is built on Kubernetes, and supports... Read More →
df024bb574092e0e8e8c646520b29321;Mo Khan;Software Engineer, Red Hat, Inc;Mo Khan is a Software Engineer on the OpenShift Auth team at Red Hat. He has worked on this team since its inception in 2017. Mo is a component owner for all auth related features in OpenShift such as role based access control, security context constraints, OAuth, identity management... Read More →
df024bb574092e0e8e8c646520b29321;Matt Rogers;Senior Software Engineer, Red Hat;
627db62bbdb5706c496bb9f1966403e5;Lachlan Evenson;Principal Program Manager, Microsoft;Lachlan is a Principal Program Manager on the Container Compute team at Azure. He has spent the last few years working with Kubernetes and enabling Cloud Native journeys. Lachie serves as a Cloud Native ambassador and TOC contributor, and has deep operational knowledge of many Cloud... Read More →
627db62bbdb5706c496bb9f1966403e5;Stephen Augustus;Sr. Cloud Native Architect, VMware;Stephen Augustus is an active leader in the Kubernetes community. He currently serves as the Product Management Chair for Kubernetes, and a Chair for both the Release and Azure SIGs. |   |  Stephen's job at VMware includes driving meaningful interactions between internal teams and... Read More →
a54993b7d8d1bae0e471a13f89078b85;Jeff Sica;Research Database Administrator, University of Michigan;
a54993b7d8d1bae0e471a13f89078b85;Sebastian Florek;Software Engineer, Loodse;Sebastian is a Software Engineer at Loodse. He is working on the Kubernetes Dashboard project since the beginning where he became one of the key contributors and a SIG-UI co-leader.
255a07de43026898a7b6e52520b16be6;Oliver Gould;Buoyant, CTO;
f5c4618a796fe2d12cfaf60cf615d01e;Louis-Etienne Dorval;Lead Engineer, Ticketmaster;Louis-Etienne Dorval is a Lead Engineer on the Technical Solutions Engineering team at Ticketmaster. He and his team collaborate with other teams on high risk, high priority initiatives to understand their challenges and define solutions to make teams more productive, reliable, and... Read More →
1da97936b3c19076f3ac38dfe4f02e50;Wojciech Tyczynski;Staff Software Engineer, Google;Wojciech is working on Google Technical Infrastructure & Cloud since 2012. Since February 2015 he works on Kubernetes and Google Kubernetes Engine, focusing mainly on scalability, performance and scheduling. Before that, he was working on Omega project, where for the last year he... Read More →
1da97936b3c19076f3ac38dfe4f02e50;Andrzej Wasylkowski;Engineering Manager, Google;Andrzej is an engineering manager at Google working on GKE since 2017. He is currently leading GKE Autoscaling and Scalability teams. Before, he has worked as a software engineer on Ads and internal Google infrastructure. |   |  Before joining Google, Andrzej graduated with MSc in... Read More →
15b64717d8f1808d1e72a7cc5706f927;Phil Estes;Distinguished Engineer & CTO, Container Architecture Strategy, IBM Cloud;Phil is a Distinguished Engineer in the office of the CTO for the IBM Cloud Platform, guiding IBM's architecture strategy around containers and Linux. |  | Phil is a core contributor and maintainer on the Docker engine project where he has contributed key features like user namespace... Read More →
9b6dd91afedabf694a47035a653ff812;Evan Gilman;Engineer, Scytale;Evan Gilman is an engineer with a background in computer networks. With roots in academia, and currently working on the SPIFFE project, he has been building and operating systems in hostile environments his entire professional career. An open source contributor, speaker, and author... Read More →
593052567f154c3097446b48895090cc;Ivana Yovcheva;Open Source Developer, VMware;Ivana Yovcheva is part of the Open Source team within VMware and top 5 contributor to OpenFaaS since 2018. She has 4 years of professional experience in Cloud Computing and is also experienced in Language Processing. She was a contractor to Bulgarian Academy of Science, Department... Read More →
593052567f154c3097446b48895090cc;Simon Pelczer;Software Engineer, LivePerson;Simon Pelczer is an Software Engineer at LivePerson R&D, working in the Platform Enablement Team as a part of the Developer Experience unit, which strives to open up the platform to customers and redefine customer facing interfaces. His journey into the Serverless field started with... Read More →
0c8f37f939e6c2391f5f4ec9b92ae586;Anusha Ragunathan;Senior Software Engineer, Docker;Storage, Docker
0c8f37f939e6c2391f5f4ec9b92ae586;Jean Rouge;Senior Software Engineer, Docker;
8a4b58dfa7b44245a301b895b43853ef;Juraci Paixão Kröhling;Software Engineer, Red Hat;Juraci is a software engineer at Red Hat working with the Distributed Tracing team on the Kiali project. He is a core contributor to Jaeger and is also active in the OpenTracing community. He talked about Jaeger, OpenTracing and Distributed Tracing at local meetups in Munich, Germany... Read More →
8a4b58dfa7b44245a301b895b43853ef;Prithvi Raj;Software Engineer, Uber;All Things Tracing!
99837d0d228b52c7a6d5966193017912;Kilton Hopkins;CEO, Edgeworx;Kilton started programming computers when he was 8 years old. He started a software company a few years later. The world is very different than it was back then, but Kilton is still bringing new technologies to life.Kilton is the co-founder and CEO of Edgeworx, a startup that provides... Read More →
99837d0d228b52c7a6d5966193017912;Dejan Bosanac;Software Engineer, Red Hat;I'm an engineer at Red Hat with broad expertise in messaging and integration technologies. I’ve been an active member of open source communities for many years and a contributor to various projects. My latest interests revolve around developing open source IoT cloud platform so... Read More →
99837d0d228b52c7a6d5966193017912;Steven Wong;Open Source Community Relations Engineer, VMware;Steve Wong has been active in the Apache Mesos and Kubernetes communities since 2015. He is chair of the VMware SIG on the Kubernetes project. He is a past speaker at KubeCon, MesosCon, Open Source Summit, SCALE, and meetups in the Los Angeles area where he lives. While not working... Read More →
e0a72a59fe09bf47e776a8e9aefcfd07;Doug Davis;STSM, IBM;Doug works in IBM's Hybrid Cloud division. He's been working on Cloud related technologies for many years and has worked on many of the most popular OSS projects, including OpenStack, CloudFoundry, Docker and Kubernetes. He's currently the OM for Knative, co-chairing the CNCF's Serverless... Read More →
e0a72a59fe09bf47e776a8e9aefcfd07;Scott Nichols;Software Engineer 软件工程师, Google;Scott Nichols is a Googler focused on making it easy to create and understand portable event driven serverless workloads. This work is done through Knative Eventing and CloudEvents.  |  | Connect: https://github.com/n3wscott/ or @n3wscott
4ae6cdefdcb71a4e0ae73a3e1c0ae0aa;Patrick Lang;Senior Software Engineer, Microsoft;
4ae6cdefdcb71a4e0ae73a3e1c0ae0aa;Michael Michael;Director of PM, VMware;Michael Michael (or M2 as he's known) is VMware's Director of Product Management. He is currently working on cloud native technologies, delivering agility and simplicity to developers and accelerating the modernization of enterprise applications. Michael co-chairs SIG-Windows, one... Read More →
32a07ade611c54429f34ed66905a7ac0;Amy Chen;Systems Software Engineer, VMware;Amy Chen (VMware) is a systems software engineer at VMware who joined through the Heptio acquisition. She is passionate about Kubernetes, Go, containers, and distributed systems. In her free time, she also runs a Youtube channel (https://www.youtube.com/AmyCodes) that discusses software... Read More →
32a07ade611c54429f34ed66905a7ac0;Eryn Muetzel;Director, Product Management, VMware;Eryn has been focused on the container ecosystem for the past four years, bringing open source infrastructure solutions to customers during her time at Heptio, Mesosphere, and VMware. Eryn is currently a Director of Product Management at VMware, where she leads business and product... Read More →
0d4d364a1fa4f58ce5e11e9169f1a0b8;Jun Chen;Senior Software Engineer, Ant Financial;Jun Chen is a Senior Software Engineer of Ant Financial, an affiliate company of Alibaba. He mainly works on core components and extension plugins of Kubernetes and also designed an automated testing and CI/CD system to meet the needs of delivering Kubernetes agilely and reliably... Read More →
0d4d364a1fa4f58ce5e11e9169f1a0b8;Lei Zhang;Staff Engineer, Alibaba;Lei (Harry) Zhang, Staff Engineer of Alibaba. Lei is a co-maintainer of Kubernetes community, mainly focus on CRI, scheduling, resource mgmt and secure container runtime. Lei was once a member of KataContainers/Hyper team, and a Visiting Researcher at Microsoft Research (MSR). Lei... Read More →
c8088b1eb8fb29d884fb8aee5bd93933;Alexander Matyushentsev;Principle Software Engineer, Intuit;"Alexander Matyushentsev is software engineer in the Modern SaaS team. Alexander is focused on building tools which makes easier to use Kubernetes. He is one of core contributors to ""Argo Workflows"" and ""Argo CD"" projects. Alexander is passionate about open source, cloud-native infrastructure... Read More →"
c8088b1eb8fb29d884fb8aee5bd93933;Danny Thomson;Software Engineer 2, Intuit;Danny Thomson is a software engineer working on Intuit’s Modern Saas platform and contributing to their open source project: Argoproj. Before joining Intuit Danny did his undergrad from Stanford University while being a national level swimmer. He believes that developer services... Read More →
de68b653ac0aea50ad520a546324920f;Austin Lamon;Product Manager, Spotify;Austin Lamon is a software engineer turned product manager who is passionate about building scalable & resilient products that delight developers & customers. He currently works on Spotify's Infrastructure and Operations team in New York, primarily focused on the runtime ecosystem... Read More →
de68b653ac0aea50ad520a546324920f;Dave Zolotusky;Software Engineer, Spotify;Dave Zolotusky is a software engineer on Spotify's Infrastructure and Operations team in Stockholm, Sweden. His team builds and maintains the core platform that the rest of Spotify runs on. Before joining Spotify, Dave worked at Amazon Web Services, VMware, and Microsoft.
d8b8004e32002a5dc15ab19094365a92;Yaron Haviv;CTO, Iguazio;Yaron Haviv is a serial entrepreneur who has deep technological experience in the fields of big data, cloud, storage and networking. Prior to Iguazio, hewas the Vice President of Datacenter Solutions at Mellanox, where he led technology innovation, software development, and solution... Read More →
d8b8004e32002a5dc15ab19094365a92;Maulin Patel;Product Manager, Google;Maulin Patel is a Product Manager at Google. Prior to his current role, he was a GM at GE and a Director at Philips Research. Maulin has a proven track record of innovations in IoT, AI/ML, cloud, smart buildings and industry alliances. He has experience in executing DoD, DoE, NSF... Read More →
903202ccbcc8dccbe6d415c97d005e4e;Radu Matei;Software Engineer, Microsoft;Radu is a Software Engineer at Microsoft Azure, working on Kubernetes and open source developer tools for distributed systems. He is a core maintainer of Brigade, as well as of the Cloud Native Application Bundles (CNAB) project. | When he is not working on open source, he loves playing... Read More →
75792d5b2d0f4f2479967150c7e937d5;Antoine Legrand;Software Engineering Manager, Red Hat;Antoine Legrand is a software engineering manager at CoreOS/Red Hat. He co-founded Kubespray and works closely with major actors in the ecosystem to improve the user experience in managing application and Kubernetes clusters. Antoine is involved with open source and cloud-native software... Read More →
75792d5b2d0f4f2479967150c7e937d5;Matthew Mosesohn;Senior Devops Engineer, Progmatic Lab;Matthew is a software engineer at Progmatic Lab developing platform services on top of Kubernetes, providing containerized infrastructure. Matthew is one of the maintainers of the Kubespray project and participates in the Kubernetes SIG Cluster Lifecycle.
ba29f747aa243489abb8063e1f15d5e0;Tim Pepper;Open Source Engineer, VMware;Tim is a software engineer with over 20 years open source development experience. He is currently a member of VMware’s Open Source Technology Center acting as an open source developer advocate and contributing to upstream projects such as Kubernetes, where most recently he’s served... Read More →
b5f5aa6d6753ab393fe4913dd47d35af;Dan Kozlowski;Lead Engineer, PlanetScale;
b5f5aa6d6753ab393fe4913dd47d35af;Jiten Vaidya;CEO, PlanetScale;Jiten Vaidya is co-founder and CEO at PlanetScale (http://planetscale.com), a company that supports Vitess (http://vitess.io). For most of his career, he worked as a backend infrastructure engineer and manager at companies such as Dropbox, YouTube and Google. It was at YouTube, where... Read More →
52f3f3b3f763f7a4e11e6b1c78ecb59c;Rastislav Szabo;Staff Enginner, PANTHEON.tech;Rastislav is an enthusiastic and motivated professional with more than ten years of software development experience, recently working mostly on networking-related and cloud-native projects. He is a Staff Engineer at PANTHEON.tech with primary focus on SDN, NFV and Cloud-Native VNFs... Read More →
d57f2a06b7aab52ca2cd88019ac3aeee;Gregory Haynes;Open Source Cloud Software Engineer, IBM;Greg Haynes is a Senior Software Engineer at IBM where he is focused on developing the Knative serving project. He has been an Open Source developer for over 10 years working on a variety of projects including Cloud Software, Video Games, and Desktop Environments. When not hacking... Read More →
aabb645a3e7daf1233dfa91b62957508;Chris Hoge;Senior Strategic Program Manager, OpenStack Foundation;Chris Hoge is a Senior Strategic Program Manager for the OpenStack Foundation, where he focuses on interoperability testing and containers. He’s also active in the Kubernetes community as a co-lead on both the OpenStack and Cloud Provider SIGs. Previously he worked on cloud automation... Read More →
aabb645a3e7daf1233dfa91b62957508;Fabio Rapposelli;Staff Software Engineer, VMware;Purveyor of all things open source, loves distributed systems and solving complex problems. |   |  Renaissance man and human Rube Goldberg machine, Fabio is responsible for many of the Open Source integrations between Vagrant, Docker and VMware. Frequent speaker at conferences such... Read More →
7206d5d6450175157ee7c4ff5edd0d95;Ash Narkar;Software Engineer, Styra Inc.;Ash Narkar is a core contributor to the open source Open Policy Agent project. Ash has 5 years of experience working on large-scale distributed systems. Ash is a Senior Software Engineer at Styra, Inc working on OPA development and integrations. Previously he was a Principal Engineer... Read More →
e8deeb70a46e5f7aecbe8fe53aac5999;Erwin van Eyk;Software Engineer, Platform9;Erwin works at the intersection between industry and academia. As a software engineer at Platform9, he contributes to Fission: an open-source, Kubernetes-native, Serverless platform. At the same time, he is a researcher investigating “Function Scheduling and Composition in FaaS... Read More →
95ec97607768496eb449b84f6d9e498c;Alex Leong;Software Engineer, Buoyant;Alex is an engineer at Buoyant and a core contributor to Linkerd, the open source service mesh for cloud native applications. Prior to Buoyant, he worked at Twitter on core API infrastructure. He enjoys board games, type safety, and Tim Hortons.
4eb22c6d09bff25e23e73a0d6a702d28;Jussi Nummelin;Developer Advocate, Kontena Inc.;Jussi Nummelin has architected and operated |  numerous software platforms and applications |  during his 15+ year career. Having boldly gone to |  production with the Docker 0.6 release at his |  previous company and being hard headed, Jussi |  stayed in the container business and... Read More →
84169975ed4246e035f19bc0e9a4bb7b;Sachin Manpathak;Technical Lead, Platform9;After graduating from UT, Austin Sachin started his career coding tools for making VM management easier @VMware. He then moved on to simplifying Openstack @Platform9. He spoke at Openstack Summit Australia and VMworld. These days, he is muddying up Kubernetes space and figuring out... Read More →
84169975ed4246e035f19bc0e9a4bb7b;Flavius Mecea;Software Engineer, Presslabs;Flavius Mecea is a software and operations engineer at Presslabs. A vivid builder and avid reader, Flavius is always up to something—exploring untapped possibilities using Kubernetes & Go, mentoring students into the secrets of algorithms and DevOps or playing with hardware and... Read More →
f033a54420564d622024db00bc4e9c3d;Christoph Blecker;Senior Site Reliability Engineer, Red Hat;Christoph is an SRE on Red Hat's OpenShift team and a contributor to the Kubernetes project, helping to write the peribolos tool. He is a Technical Lead for the Contributor Experience Special Interest Group and a subproject owner for the Kubernetes GitHub Administration Team, which... Read More →
f033a54420564d622024db00bc4e9c3d;Erick Fejta;Staff Software Engineer, Google;Erick works at Google. He writes tooling for the kubernetes community and helps chair sig-testing. He helps create and maintain a lot of community infrastructure such as peribolos, prow, testgrid, kubetest and gubernator. He is also the lesser-known human face behind fejta-bot, which... Read More →
b1cb9a50d3c19eeeefe7dc6e7031cbd5;Maria Ntalla;Engineering Manager, Pivotal;Maria is a software engineer and engineering manager at Pivotal, working on the Kubernetes open-source contributions team. She previously worked on CloudFoundry. She has spoken at CF Summit conferences since 2016, and more recently at SpringOne platform.
05b12162156c021666c7b5dea7d5e744;Ilan Filonenko;Software Engineer, Bloomberg;Ilan Filonenko is a member of the Data Science Infrastructure team at Bloomberg, where he has designed and implemented distributed systems at both the application and infrastructure level. He is one of the principal contributors to Spark on Kubernetes, primarily focusing on enabling... Read More →
e727a4d0ec598dc2f225f38fef7b4040;Sławomir Chyłek;Software Engineer, Google;Sławomir Chyłek is a PhD in Computer Science in reliability field. Speaker at academic conferences and researcher. He has over 10 years of experience that varies from programming mobile phones, lottery systems to power plants. 2 years ago he joined Google where he works on Google... Read More →
e727a4d0ec598dc2f225f38fef7b4040;Aleksandra Malinowska;Software Engineer, Google;Aleksandra Malinowska is a software engineer on Kubernetes autoscaling team at Google. She's a co-maintainer and contributor to Cluster Autoscaler. |   |  Aleksandra Malinowska 是谷歌 Kubernetes 自动扩展团队的软件工程师。她是 Cluster Autoscaler... Read More →
1fc577b5e246313f9fedaea18ce31d23;Cindy Xing;Senior Cloud Software Architect 高级云软件架构师, Futurewei;Cindy Xing currently works at Futurewei as a Senior Cloud Software Architect. | She focuses on building public Cloud Service infrastructure. |  | Her interest area includes Kubernetes, container, Windows and Edge technologies. | Before Futurewei, Cindy worked as a Senior software... Read More →
dc3ef3812a87d0409e3df180af3ae014;Jonathan Perry;CEO / Co-founder, Flowmill, Inc.;Jonathan is CEO at Flowmill. Jonathan was a Facebook fellow and previously worked for 7 years in communication systems R&D and HPC algorithm development in the Israeli Defense Force (IDF). Jonathan received his Ph.D. from MIT CSAIL’s Networks and Mobile Systems group, where his... Read More →
2f892848ace88f6f608f9eebd976bb9d;Shyam Jeedigunta;Software Engineer, Amazon;Shyam is a Software Engineer (formerly at Google) working on the kubernetes project since late 2016. His primary area of focus is performance and scalability of Kubernetes clusters and is a lead for SIG Scalability. He is among the top 20 contributors to the kubernetes project and... Read More →
2f892848ace88f6f608f9eebd976bb9d;Yassine TIJANI;Member of Technical Staff, VMware;Yassine is a Member of Technical Staff at VMware. He's been working on kubernetes since 2017 as an active member on several SIGs and author of several design proposals.  | He’s also been operating Kubernetes clusters ranging from small to large sizes for years.
e52a4da9876034253711f5a05907bb18;Eric Lin;Senior Software Engineer, Alibaba;Eric is a senior software engineer working in Alibaba Cloud. Eric is now responsible for designing and developing the serverless container instance service, which gives customers an ability to run containers without managing servers. He has a wealth of experience in the field of containers... Read More →
970be4fe328e443ecc841ded5b0f6fda;Anubhav Mishra;Developer Advocate, HashiCorp;Anubhav Mishra is a Developer Advocate at HashiCorp. He created Atlantis - An Open Source project that helps teams collaborate on Infrastructure using Terraform. He previously worked at Hootsuite where he built distributed systems and micro service delivery platform. He loves Open... Read More →
